Date,HomeTeam,AwayTeam,FTHG,FTAG
22/04/2026,Pohang Steelers,Gwangju FC,1,0
25/04/2026,Bucheon FC 1995,Gimcheon Sangmu FC,0,2
25/04/2026,Gangwon FC,FC Seoul,1,2
25/04/2026,Incheon United,Jeju United FC,1,0
26/04/2026,Gwangju FC,FC Anyang,2,5
26/04/2026,Jeonbuk Motors,Pohang Steelers,3,2
26/04/2026,Ulsan Hyundai FC,Daejeon Citizen,1,4
02/05/2026,FC Anyang,Bucheon FC 1995,0,1
02/05/2026,FC Seoul,Gimcheon Sangmu FC,2,3
02/05/2026,Gwangju FC,Daejeon Citizen,0,5
02/05/2026,Incheon United,Gangwon FC,0,1
02/05/2026,Jeju United FC,Jeonbuk Motors,0,2
02/05/2026,Ulsan Hyundai FC,Pohang Steelers,0,1
05/05/2026,Bucheon FC 1995,Jeju United FC,0,1
05/05/2026,Daejeon Citizen,Incheon United,0,0
05/05/2026,FC Seoul,FC Anyang,0,0
05/05/2026,Gangwon FC,Pohang Steelers,1,1
05/05/2026,Gimcheon Sangmu FC,Ulsan Hyundai FC,1,2
05/05/2026,Jeonbuk Motors,Gwangju FC,4,0
09/05/2026,Daejeon Citizen,Pohang Steelers,0,2
09/05/2026,Gimcheon Sangmu FC,Incheon United,0,3
09/05/2026,Gwangju FC,Gangwon FC,0,0
09/05/2026,Jeju United FC,FC Seoul,2,1
10/05/2026,FC Anyang,Jeonbuk Motors,1,1
10/05/2026,Ulsan Hyundai FC,Bucheon FC 1995,1,0
12/05/2026,Gangwon FC,Daejeon Citizen,2,0
12/05/2026,Gwangju FC,FC Seoul,0,1
12/05/2026,Incheon United,Pohang Steelers,0,1
13/05/2026,Bucheon FC 1995,Jeonbuk Motors,0,0
13/05/2026,FC Anyang,Gimcheon Sangmu FC,2,2
13/05/2026,Ulsan Hyundai FC,Jeju United FC,2,1
16/05/2026,Daejeon Citizen,FC Seoul,1,2
16/05/2026,Incheon United,Gwangju FC,4,0
17/05/2026,Bucheon FC 1995,Pohang Steelers,2,0
17/05/2026,Gangwon FC,Ulsan Hyundai FC,2,0
17/05/2026,Jeju United FC,FC Anyang,1,2
17/05/2026,Jeonbuk Motors,Gimcheon Sangmu FC,1,0
