Date,HomeTeam,AwayTeam,FTHG,FTAG
12/07/2026,Colorado Rapids II,North Texas,1,0
12/07/2026,Connecticut FC,Toronto II,3,2
12/07/2026,FC Cincinnati II,Orlando City II,1,2
12/07/2026,Real Monarchs,Vancouver Whitecaps II,2,1
13/07/2026,Austin II,Minnesota United II,2,3
13/07/2026,The Town,Tacoma Defiance,0,1
17/07/2026,Toronto II,FC Cincinnati II,3,1
18/07/2026,Columbus Crew II,Philadelphia Union II,2,0
18/07/2026,Crown Legacy,Chicago Fire II,3,2
18/07/2026,Houston Dynamo FC II,Colorado Rapids II,2,1
18/07/2026,St. Louis City II,Portland Timbers II,1,2
19/07/2026,Connecticut FC,New York RB II,2,1
19/07/2026,Huntsville City,Atlanta United II,2,0
19/07/2026,The Town,North Texas,0,1
19/07/2026,Ventura County,Los Angeles FC II,2,0
20/07/2026,Real Monarchs,Tacoma Defiance,2,4
20/07/2026,Sporting KC II,Minnesota United II,1,0
