Date,HomeTeam,AwayTeam,FTHG,FTAG
20/09/2025,Brest,Nice,4,1
20/09/2025,Lens,Lille,3,0
21/09/2025,Paris FC,Strasbourg,2,3
21/09/2025,Auxerre,Toulouse,1,0
21/09/2025,Le Havre,Lorient,1,1
21/09/2025,Monaco,Metz,5,2
22/09/2025,Marseille,Paris SG,1,0
26/09/2025,Strasbourg,Marseille,1,2
27/09/2025,Lorient,Monaco,3,1
27/09/2025,Toulouse,Nantes,2,2
27/09/2025,Paris SG,Auxerre,2,0
28/09/2025,Nice,Paris FC,1,1
28/09/2025,Angers,Brest,0,2
28/09/2025,Lille,Lyon,0,1
28/09/2025,Metz,Le Havre,0,0
28/09/2025,Rennes,Lens,0,0
03/10/2025,Paris FC,Lorient,2,0
04/10/2025,Metz,Marseille,0,3
04/10/2025,Brest,Nantes,0,0
04/10/2025,Auxerre,Lens,1,2
05/10/2025,Lyon,Toulouse,1,2
05/10/2025,Le Havre,Rennes,2,2
05/10/2025,Monaco,Nice,2,2
05/10/2025,Strasbourg,Angers,5,0
05/10/2025,Lille,Paris SG,1,1
17/10/2025,Paris SG,Strasbourg,3,3
18/10/2025,Nice,Lyon,3,2
18/10/2025,Angers,Monaco,1,1
18/10/2025,Marseille,Le Havre,6,2
19/10/2025,Lens,Paris FC,2,1
19/10/2025,Lorient,Brest,3,3
19/10/2025,Rennes,Auxerre,2,2
19/10/2025,Toulouse,Metz,4,0
19/10/2025,Nantes,Lille,0,2
24/10/2025,Paris FC,Nantes,1,2
25/10/2025,Brest,Paris SG,0,3
25/10/2025,Monaco,Toulouse,1,0
25/10/2025,Lens,Marseille,2,1
26/10/2025,Lille,Metz,6,1
26/10/2025,Angers,Lorient,2,0
26/10/2025,Auxerre,Le Havre,0,1
26/10/2025,Rennes,Nice,1,2
26/10/2025,Lyon,Strasbourg,2,1
29/10/2025,Le Havre,Brest,1,0
29/10/2025,Lorient,Paris SG,1,1
29/10/2025,Metz,Lens,2,0
29/10/2025,Nice,Lille,2,0
29/10/2025,Marseille,Angers,2,2
29/10/2025,Nantes,Monaco,3,5
29/10/2025,Paris FC,Lyon,3,3
29/10/2025,Strasbourg,Auxerre,3,0
29/10/2025,Toulouse,Rennes,2,2
01/11/2025,Paris SG,Nice,1,0
01/11/2025,Monaco,Paris FC,0,1
01/11/2025,Auxerre,Marseille,0,1
02/11/2025,Rennes,Strasbourg,4,1
02/11/2025,Lens,Lorient,3,0
02/11/2025,Lille,Angers,1,0
02/11/2025,Nantes,Metz,0,2
02/11/2025,Toulouse,Le Havre,0,0
02/11/2025,Brest,Lyon,0,0
07/11/2025,Paris FC,Rennes,0,1
08/11/2025,Marseille,Brest,3,0
08/11/2025,Le Havre,Nantes,1,1
08/11/2025,Monaco,Lens,1,4
09/11/2025,Lorient,Toulouse,1,1
09/11/2025,Angers,Auxerre,2,0
09/11/2025,Metz,Nice,2,1
09/11/2025,Strasbourg,Lille,2,0
09/11/2025,Lyon,Paris SG,2,3
21/11/2025,Nice,Marseille,1,5
22/11/2025,Lens,Strasbourg,1,0
22/11/2025,Rennes,Monaco,4,1
22/11/2025,Paris SG,Le Havre,3,0
23/11/2025,Auxerre,Lyon,0,0
23/11/2025,Brest,Metz,3,2
23/11/2025,Nantes,Lorient,1,1
23/11/2025,Toulouse,Angers,0,1
23/11/2025,Lille,Paris FC,4,2
28/11/2025,Metz,Rennes,0,1
29/11/2025,Monaco,Paris SG,1,0
29/11/2025,Paris FC,Auxerre,1,1
29/11/2025,Marseille,Toulouse,2,2
30/11/2025,Strasbourg,Brest,1,2
30/11/2025,Angers,Lens,1,2
30/11/2025,Le Havre,Lille,0,1
30/11/2025,Lorient,Nice,3,1
30/11/2025,Lyon,Nantes,3,0
05/12/2025,Brest,Monaco,1,0
05/12/2025,Lille,Marseille,1,0
06/12/2025,Nantes,Lens,1,2
06/12/2025,Toulouse,Strasbourg,1,0
06/12/2025,Paris SG,Rennes,5,0
07/12/2025,Nice,Angers,0,1
07/12/2025,Auxerre,Metz,3,1
07/12/2025,Le Havre,Paris FC,0,0
07/12/2025,Lorient,Lyon,1,0
12/12/2025,Angers,Nantes,4,1
13/12/2025,Rennes,Brest,3,1
13/12/2025,Metz,Paris SG,2,3
13/12/2025,Paris FC,Toulouse,0,3
14/12/2025,Lyon,Le Havre,1,0
14/12/2025,Auxerre,Lille,3,4
14/12/2025,Lens,Nice,2,0
14/12/2025,Strasbourg,Lorient,0,0
14/12/2025,Marseille,Monaco,1,0
02/01/2026,Toulouse,Lens,0,3
03/01/2026,Monaco,Lyon,1,3
03/01/2026,Nice,Strasbourg,1,1
03/01/2026,Lille,Rennes,0,2
04/01/2026,Marseille,Nantes,0,2
04/01/2026,Brest,Auxerre,2,0
04/01/2026,Le Havre,Angers,2,1
04/01/2026,Lorient,Metz,1,1
04/01/2026,Paris SG,Paris FC,2,1
16/01/2026,Monaco,Lorient,1,3
16/01/2026,Paris SG,Lille,3,0
17/01/2026,Lens,Auxerre,1,0
17/01/2026,Toulouse,Nice,5,1
17/01/2026,Angers,Marseille,2,5
18/01/2026,Strasbourg,Metz,2,1
18/01/2026,Nantes,Paris FC,1,2
18/01/2026,Rennes,Le Havre,1,1
18/01/2026,Lyon,Brest,2,1
23/01/2026,Auxerre,Paris SG,0,1
24/01/2026,Rennes,Lorient,0,2
24/01/2026,Le Havre,Monaco,0,0
24/01/2026,Marseille,Lens,3,1
25/01/2026,Nantes,Nice,1,4
25/01/2026,Brest,Toulouse,0,2
25/01/2026,Metz,Lyon,2,5
25/01/2026,Paris FC,Angers,0,0
25/01/2026,Lille,Strasbourg,1,4
30/01/2026,Lens,Le Havre,1,0
31/01/2026,Paris FC,Marseille,2,2
31/01/2026,Lorient,Nantes,2,1
31/01/2026,Monaco,Rennes,4,0
01/02/2026,Lyon,Lille,1,0
01/02/2026,Angers,Metz,1,0
01/02/2026,Nice,Brest,2,2
01/02/2026,Toulouse,Auxerre,0,0
01/02/2026,Strasbourg,Paris SG,1,2
06/02/2026,Metz,Lille,0,0
07/02/2026,Lens,Rennes,3,1
07/02/2026,Brest,Lorient,2,0
07/02/2026,Nantes,Lyon,0,1
08/02/2026,Nice,Monaco,0,0
08/02/2026,Angers,Toulouse,1,0
08/02/2026,Auxerre,Paris FC,0,0
08/02/2026,Le Havre,Strasbourg,2,1
08/02/2026,Paris SG,Marseille,5,0
13/02/2026,Rennes,Paris SG,3,1
13/02/2026,Monaco,Nantes,3,1
14/02/2026,Marseille,Strasbourg,2,2
14/02/2026,Lille,Brest,1,1
14/02/2026,Paris FC,Lens,0,5
15/02/2026,Le Havre,Toulouse,2,1
15/02/2026,Lorient,Angers,2,0
15/02/2026,Metz,Auxerre,1,3
15/02/2026,Lyon,Nice,2,0
