Date,HomeTeam,AwayTeam,FTHG,FTAG
26/04/2026,IF Brommapojkarna,Vasteras SK FK,1,2
26/04/2026,IFK Goteborg,Gais,2,2
27/04/2026,AIK Stockholm,Malmo FF,0,1
27/04/2026,BK Hacken,Sirius,2,2
27/04/2026,Kalmar FF,IF Elfsborg,2,1
27/04/2026,Mjallby AIF,Halmstad,2,0
27/04/2026,Orgryte IS,Degerfors IF,1,1
02/05/2026,Degerfors IF,BK Hacken,1,1
02/05/2026,Sirius,Kalmar FF,3,2
03/05/2026,Gais,Orgryte IS,4,0
03/05/2026,Hammarby FF,Vasteras SK FK,3,0
03/05/2026,IF Elfsborg,AIK Stockholm,1,1
03/05/2026,Malmo FF,Mjallby AIF,2,3
04/05/2026,Djurgardens IF,IFK Goteborg,6,0
04/05/2026,Halmstad,IF Brommapojkarna,1,3
08/05/2026,IF Elfsborg,IF Brommapojkarna,2,0
09/05/2026,Degerfors IF,Mjallby AIF,1,4
09/05/2026,IFK Goteborg,Hammarby FF,0,1
09/05/2026,Vasteras SK FK,Gais,0,1
10/05/2026,AIK Stockholm,Djurgardens IF,2,4
10/05/2026,BK Hacken,Malmo FF,3,2
10/05/2026,Kalmar FF,Halmstad,2,0
11/05/2026,Sirius,Orgryte IS,2,0
16/05/2026,Gais,Degerfors IF,1,1
16/05/2026,Halmstad,IF Elfsborg,1,1
