Date,HomeTeam,AwayTeam,FTHG,FTAG
04/10/2025,AVS,Alverca,1,3
04/10/2025,Guimaraes,Santa Clara,2,1
05/10/2025,Arouca,Famalicao,1,1
05/10/2025,Rio Ave,Tondela,3,0
05/10/2025,Sp Lisbon,Sp Braga,1,1
05/10/2025,Porto,Benfica,0,0
24/10/2025,Alverca,Gil Vicente,0,4
25/10/2025,Santa Clara,AVS,2,0
25/10/2025,Benfica,Arouca,5,0
25/10/2025,Estrela,Rio Ave,1,2
26/10/2025,Estoril,Nacional,1,1
26/10/2025,Famalicao,Guimaraes,2,0
26/10/2025,Tondela,Sp Lisbon,0,3
26/10/2025,Sp Braga,Casa Pia,4,0
27/10/2025,Moreirense,Porto,1,2
31/10/2025,Sp Lisbon,Alverca,2,0
01/11/2025,Nacional,Famalicao,0,1
01/11/2025,Casa Pia,Estrela,3,5
01/11/2025,Rio Ave,Estoril,0,4
01/11/2025,Guimaraes,Benfica,0,3
02/11/2025,AVS,Tondela,2,2
02/11/2025,Arouca,Moreirense,0,2
02/11/2025,Porto,Sp Braga,2,1
03/11/2025,Gil Vicente,Santa Clara,1,0
07/11/2025,Estoril,Arouca,4,3
08/11/2025,Alverca,Rio Ave,1,1
08/11/2025,Tondela,Guimaraes,0,1
08/11/2025,Santa Clara,Sp Lisbon,1,2
09/11/2025,AVS,Gil Vicente,1,1
09/11/2025,Estrela,Nacional,1,1
09/11/2025,Famalicao,Porto,0,1
09/11/2025,Benfica,Casa Pia,2,2
09/11/2025,Sp Braga,Moreirense,2,1
28/11/2025,Guimaraes,AVS,4,0
29/11/2025,Casa Pia,Alverca,0,2
29/11/2025,Moreirense,Famalicao,2,2
29/11/2025,Nacional,Benfica,1,2
29/11/2025,Gil Vicente,Tondela,0,1
30/11/2025,Rio Ave,Santa Clara,1,1
30/11/2025,Sp Lisbon,Estrela,4,0
30/11/2025,Porto,Estoril,1,0
01/12/2025,Arouca,Sp Braga,0,4
05/12/2025,Benfica,Sp Lisbon,1,1
06/12/2025,Santa Clara,Casa Pia,1,0
06/12/2025,AVS,Rio Ave,1,2
06/12/2025,Famalicao,Sp Braga,1,2
07/12/2025,Estoril,Moreirense,3,3
07/12/2025,Alverca,Nacional,1,0
07/12/2025,Estrela,Arouca,3,1
07/12/2025,Tondela,Porto,0,2
08/12/2025,Guimaraes,Gil Vicente,0,0
13/12/2025,Casa Pia,Gil Vicente,1,1
13/12/2025,Rio Ave,Guimaraes,0,1
13/12/2025,Sp Lisbon,AVS,6,0
14/12/2025,Famalicao,Estoril,4,0
14/12/2025,Moreirense,Benfica,0,4
14/12/2025,Arouca,Alverca,1,0
15/12/2025,Nacional,Tondela,3,1
